=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.03.11 17:31:01 =~=~=~=~=~=~=~=~=~=~=~=

Initializing SD card...Card failed, or not present

Date & Time                  Temp (In Fahrenheit)          pH          TDS (In PPM)      Turbidity (In NTU)
2021/3/11 (Thursday) 5:37:10          75.09                 6.90               6               0.69
2021/3/11 (Thursday) 5:37:11          75.09                 6.96               12               0.63
2021/3/11 (Thursday) 5:37:12          74.97                 6.92               6               0.69
2021/3/11 (Thursday) 5:37:13          75.09                 6.92               8               0.61
2021/3/11 (Thursday) 5:37:14          75.09                 6.96               4               0.67
2021/3/11 (Thursday) 5:37:15          75.09                 6.96               10               0.61
2021/3/11 (Thursday) 5:37:16          74.97                 6.94               4               0.61
2021/3/11 (Thursday) 5:37:17          74.97                 6.94               10               0.69
2021/3/11 (Thursday) 5:37:18          75.09                 6.94               8               0.63
2021/3/11 (Thursday) 5:37:19          74.97                 6.92               6               0.70
2021/3/11 (Thursday) 5:37:20          75.09                 6.90               10               0.63
2021/3/11 (Thursday) 5:37:21          74.97                 6.94               6               0.68
2021/3/11 (Thursday) 5:37:22          75.09                 6.90               12               0.61
2021/3/11 (Thursday) 5:37:23          75.09                 6.94               4               0.60
2021/3/11 (Thursday) 5:37:24          75.09                 6.90               8               0.68
2021/3/11 (Thursday) 5:37:25          75.09                 6.94               4               0.61
2021/3/11 (Thursday) 5:37:26          75.09                 6.94               6               0.69
2021/3/11 (Thursday) 5:37:27          75.09                 6.92               10               0.62
2021/3/11 (Thursday) 5:37:28          75.09                 6.94               2               0.70
2021/3/11 (Thursday) 5:37:29          75.09                 6.92               8               0.63
2021/3/11 (Thursday) 5:37:30          75.09                 6.94               6               0.69
2021/3/11 (Thursday) 5:37:31          75.09                 6.94               8               0.69
2021/3/11 (Thursday) 5:37:32          75.09                 6.94               6               0.62
2021/3/11 (Thursday) 5:37:33          75.09                 6.92               6               0.69
2021/3/11 (Thursday) 5:37:34          75.09                 6.96               10               0.61
2021/3/11 (Thursday) 5:37:35          75.09                 6.92               4               0.67
2021/3/11 (Thursday) 5:37:36          75.09                 6.92               10               0.61
2021/3/11 (Thursday) 5:37:37          75.09                 6.96               4               0.68
2021/3/11 (Thursday) 5:37:38          75.09                 6.94               10               0.61
2021/3/11 (Thursday) 5:37:39          75.09                 6.94               8               0.61
2021/3/11 (Thursday) 5:37:40          75.09                 6.94               10               0.68
2021/3/11 (Thursday) 5:37:41          75.09                 6.96               8               0.61
2021/3/11 (Thursday) 5:37:42          75.09                 6.92               6               0.69
2021/3/11 (Thursday) 5:37:43          75.09                 6.96               12               0.62
2021/3/11 (Thursday) 5:37:44          75.09                 6.96               6               0.70
2021/3/11 (Thursday) 5:37:45          74.97                 6.92               12               0.63
2021/3/11 (Thursday) 5:37:46          74.97                 6.94               4               0.63
2021/3/11 (Thursday) 5:37:47          75.09                 6.92               12               0.70
2021/3/11 (Thursday) 5:37:48          75.09                 6.96               6               0.63
2021/3/11 (Thursday) 5:37:49          75.09                 6.92               6               0.70
2021/3/11 (Thursday) 5:37:50          75.20                 6.94               10               0.60
2021/3/11 (Thursday) 5:37:51          75.09                 6.94               4               0.68
2021/3/11 (Thursday) 5:37:52          75.09                 6.92               12               0.61
2021/3/11 (Thursday) 5:37:53          75.09                 6.94               4               0.68
2021/3/11 (Thursday) 5:37:54          75.09                 6.89               8               0.66
2021/3/11 (Thursday) 5:37:55          75.09                 6.94               6               0.60
2021/3/11 (Thursday) 5:37:56          75.09                 6.92               6               0.68
2021/3/11 (Thursday) 5:37:57          75.09                 6.92               8               0.62
2021/3/11 (Thursday) 5:37:58          74.97                 6.92               4               0.68
2021/3/11 (Thursday) 5:37:59          75.09                 6.94               10               0.63
2021/3/11 (Thursday) 5:38:0          75.09                 6.94               6               0.70
2021/3/11 (Thursday) 5:38:1          75.09                 6.89               10               0.64
2021/3/11 (Thursday) 5:38:2          75.09                 6.94               4               0.64
2021/3/11 (Thursday) 5:38:3          75.09                 6.92               8               0.70
2021/3/11 (Thursday) 5:38:4          75.09                 6.94               8               0.63
2021/3/11 (Thursday) 5:38:5          74.97                 6.94               6               0.70
2021/3/11 (Thursday) 5:38:6          75.09                 6.94               10               0.63
2021/3/11 (Thursday) 5:38:7          74.97                 6.92               4               0.68
2021/3/11 (Thursday) 5:38:8          75.09                 6.94               10               0.61
2021/3/11 (Thursday) 5:38:9          74.97                 6.94               4               0.68
2021/3/11 (Thursday) 5:38:10          75.20                 6.94               12               0.68
2021/3/11 (Thursday) 5:38:11          75.09                 6.96               8               0.61
2021/3/11 (Thursday) 5:38:12          75.09                 6.92               6               0.68
2021/3/11 (Thursday) 5:38:13          75.09                 6.96               12               0.62
2021/3/11 (Thursday) 5:38:14          75.09                 6.92               6               0.68
2021/3/11 (Thursday) 5:38:15          75.09                 6.90               10               0.63
2021/3/11 (Thursday) 5:38:16          74.97                 6.94               8               0.70
2021/3/11 (Thursday) 5:38:17          75.09                 6.94               8               0.70
2021/3/11 (Thursday) 5:38:18          75.09                 6.96               6               0.63
2021/3/11 (Thursday) 5:38:19          75.20                 6.90               10               0.68
2021/3/11 (Thursday) 5:38:20          75.09                 6.94               10               0.62
2021/3/11 (Thursday) 5:38:21          74.97                 6.92               4               0.69
2021/3/11 (Thursday) 5:38:22          75.09                 6.92               8               0.62
2021/3/11 (Thursday) 5:38:23          75.09                 6.94               4               0.65
2021/3/11 (Thursday) 5:38:24          75.20                 6.90               10               0.61
2021/3/11 (Thursday) 5:38:25          75.09                 6.92               4               0.61
2021/3/11 (Thursday) 5:38:26          75.09                 6.90               8               0.68
2021/3/11 (Thursday) 5:38:27          75.09                 6.94               4               0.62
2021/3/11 (Thursday) 5:38:28          75.09                 6.92               4               0.69
2021/3/11 (Thursday) 5:38:29          75.09                 6.94               10               0.62
2021/3/11 (Thursday) 5:38:30          75.09                 6.92               6               0.68
2021/3/11 (Thursday) 5:38:31          75.09                 6.92               10               0.63
2021/3/11 (Thursday) 5:38:32          75.09                 6.96               8               0.68
2021/3/11 (Thursday) 5:38:33          75.09                 6.94               10               0.68
2021/3/11 (Thursday) 5:38:34          75.09                 6.96               6               0.61
2021/3/11 (Thursday) 5:38:35          75.09                 6.92               10               0.68
2021/3/11 (Thursday) 5:38:36          75.09                 6.92               8               0.61
2021/3/11 (Thursday) 5:38:37          75.09                 6.94               4               0.69
2021/3/11 (Thursday) 5:38:38          75.09                 6.92               8               0.62
2021/3/11 (Thursday) 5:38:39          74.97                 6.94               4               0.68
2021/3/11 (Thursday) 5:38:40          75.09                 6.92               10               0.64
2021/3/11 (Thursday) 5:38:41          75.09                 6.96               4               0.63
2021/3/11 (Thursday) 5:38:42          75.09                 6.92               8               0.70
2021/3/11 (Thursday) 5:38:43          75.09                 6.92               10               0.63
2021/3/11 (Thursday) 5:38:44          75.09                 6.90               2               0.69
2021/3/11 (Thursday) 5:38:45          75.09                 6.94               10               0.61
2021/3/11 (Thursday) 5:38:46          74.97                 6.92               4               0.68
2021/3/11 (Thursday) 5:38:47          75.09                 6.90               10               0.61
2021/3/11 (Thursday) 5:38:48          75.09                 6.92               4               0.66
2021/3/11 (Thursday) 5:38:49          75.09                 6.92               12               0.68
2021/3/11 (Thursday) 5:38:50          75.09                 6.92               6               0.63
2021/3/11 (Thursday) 5:38:51          75.09                 6.90               6               0.68
2021/3/11 (Thursday) 5:38:52          75.09                 6.92               10               0.64
2021/3/11 (Thursday) 5:38:53          75.09                 6.92               4               0.70
2021/3/11 (Thursday) 5:38:54          75.09                 6.90               10               0.63
2021/3/11 (Thursday) 5:38:55          75.09                 6.96               6               0.68
2021/3/11 (Thursday) 5:38:56          75.09                 6.92               8               0.69
2021/3/11 (Thursday) 5:38:57          75.20                 6.94               6               0.61
2021/3/11 (Thursday) 5:38:58          75.09                 6.92               10               0.68
2021/3/11 (Thursday) 5:38:59          75.09                 6.94               10               0.61
2021/3/11 (Thursday) 5:39:0          75.09                 6.94               8               0.68
2021/3/11 (Thursday) 5:39:1          75.20                 6.92               8               0.62
2021/3/11 (Thursday) 5:39:2          75.09                 6.94               6               0.70
2021/3/11 (Thursday) 5:39:3          75.09                 6.92               10               0.62
2021/3/11 (Thursday) 5:39:4          75.09                 6.94               4               0.63
2021/3/11 (Thursday) 5:39:5          75.09                 6.92               8               0.70
2021/3/11 (Thursday) 5:39:6          75.09                 6.94               4               0.62
2021/3/11 (Thursday) 5:39:7          75.09                 6.92               8               0.70
2021/3/11 (Thursday) 5:39:8          75.09                 6.92               12               0.62
2021/3/11 (Thursday) 5:39:9          75.09                 6.94               6               0.69
2021/3/11 (Thursday) 5:39:10          75.09                 6.90               10               0.62
2021/3/11 (Thursday) 5:39:11          75.09                 6.92               6               0.68
2021/3/11 (Thursday) 5:39:12          75.09                 6.92               8               0.68
2021/3/11 (Thursday) 5:39:13          75.09                 6.94               4               0.61
2021/3/11 (Thursday) 5:39:14          75.09                 6.92               12               0.68
2021/3/11 (Thursday) 5:39:15          75.09                 6.92               12               0.63
2021/3/11 (Thursday) 5:39:16          75.09                 6.92               4               0.68
2021/3/11 (Thursday) 5:39:17          75.09                 6.90               10               0.63
2021/3/11 (Thursday) 5:39:18          75.09                 6.96               6               0.70
2021/3/11 (Thursday) 5:39:19          75.09                 6.92               10               0.63
2021/3/11 (Thursday) 5:39:20          75.09                 6.92               6               0.63
2021/3/11 (Thursday) 5:39:21          75.09                 6.90               8               0.69
2021/3/11 (Thursday) 5:39:22          75.09                 6.94               10               0.62
2021/3/11 (Thursday) 5:39:23          75.09                 6.92               4               0.68
2021/3/11 (Thursday) 5:39:24          75.09                 6.96               8               0.61
2021/3/11 (Thursday) 5:39:25          75.09                 6.94               4               0.68
2021/3/11 (Thursday) 5:39:26          75.09                 6.92               8               0.61
2021/3/11 (Thursday) 5:39:27          75.09                 6.94               4               0.62
2021/3/11 (Thursday) 5:39:28          75.09                 6.92               10               0.69
2021/3/11 (Thursday) 5:39:29          75.09                 6.94               4               0.63
2021/3/11 (Thursday) 5:39:30          75.09                 6.92               4               0.70
2021/3/11 (Thursday) 5:39:31          75.09                 6.94               10               0.63
2021/3/11 (Thursday) 5:39:32          75.09                 6.94               4               0.70
2021/3/11 (Thursday) 5:39:33          75.20                 6.90               8               0.62
2021/3/11 (Thursday) 5:39:34          74.97                 6.92               6               0.68
2021/3/11 (Thursday) 5:39:35          75.09                 6.92               8               0.65
2021/3/11 (Thursday) 5:39:36          75.09                 6.92               6               0.61
2021/3/11 (Thursday) 5:39:37          75.09                 6.92               10               0.68
2021/3/11 (Thursday) 5:39:38          75.09                 6.92               10               0.63
2021/3/11 (Thursday) 5:39:39          75.09                 6.90               4               0.68
2021/3/11 (Thursday) 5:39:40          75.09                 6.92               10               0.62
2021/3/11 (Thursday) 5:39:41          75.09                 6.94               4               0.69
2021/3/11 (Thursday) 5:39:42          75.09                 6.92               8               0.63
2021/3/11 (Thursday) 5:39:43          75.09                 6.94               4               0.63
2021/3/11 (Thursday) 5:39:44          75.09                 6.92               12               0.70
2021/3/11 (Thursday) 5:39:45          75.09                 6.94               12               0.63
2021/3/11 (Thursday) 5:39:46          75.09                 6.92               4               0.69
2021/3/11 (Thursday) 5:39:47          75.09                 6.92               10               0.61
2021/3/11 (Thursday) 5:39:48          75.09                 6.96               4               0.68
2021/3/11 (Thursday) 5:39:49          75.09                 6.92               8               0.61
2021/3/11 (Thursday) 5:39:50          74.97                 6.94               2               0.70
2021/3/11 (Thursday) 5:39:51          75.09                 6.92               8               0.69
2021/3/11 (Thursday) 5:39:52          75.09                 6.96               4               0.63
2021/3/11 (Thursday) 5:39:53          75.20                 6.90               6               0.70
2021/3/11 (Thursday) 5:39:54          75.09                 6.96               10               0.63
2021/3/11 (Thursday) 5:39:55          75.09                 6.89               4               0.69
2021/3/11 (Thursday) 5:39:56          75.09                 6.90               10               0.63
2021/3/11 (Thursday) 5:39:57          74.97                 6.92               4               0.69
2021/3/11 (Thursday) 5:39:58          75.09                 6.90               10               0.65
2021/3/11 (Thursday) 5:39:59          75.09                 6.92               6               0.61
2021/3/11 (Thursday) 5:40:0          75.20                 6.90               12               0.68
2021/3/11 (Thursday) 5:40:1          75.09                 6.92               10               0.61
2021/3/11 (Thursday) 5:40:2          75.09                 6.90               6               0.68
2021/3/11 (Thursday) 5:40:3          75.09                 6.94               10               0.63
2021/3/11 (Thursday) 5:40:4          74.97                 6.92               6               0.70
2021/3/11 (Thursday) 5:40:5          75.09                 6.92               8               0.62
2021/3/11 (Thursday) 5:40:6          75.09                 6.92               6               0.63
2021/3/11 (Thursday) 5:40:7          75.09                 6.92               10               0.70
2021/3/11 (Thursday) 5:40:8          75.09                 6.94               4               0.62
2021/3/11 (Thursday) 5:40:9          75.09                 6.92               4               0.69
2021/3/11 (Thursday) 5:40:10          75.09                 6.94               10               0.59
2021/3/11 (Thursday) 5:40:11          75.09                 6.94               10               0.65
2021/3/11 (Thursday) 5:40:12          75.09                 6.92               10               0.61
2021/3/11 (Thursday) 5:40:13          75.09                 6.92               6               0.68
2021/3/11 (Thursday) 5:40:14          75.09                 6.92               10               0.68
2021/3/11 (Thursday) 5:40:15          75.09                 6.94               6               0.63
2021/3/11 (Thursday) 5:40:16          74.97                 6.90               10               0.70
2021/3/11 (Thursday) 5:40:17          75.09                 6.92               10               0.63
2021/3/11 (Thursday) 5:40:18          75.20                 6.90               6               0.70
2021/3/11 (Thursday) 5:40:19          75.09                 6.92               12               0.61
2021/3/11 (Thursday) 5:40:20          75.09                 6.94               4               0.68
2021/3/11 (Thursday) 5:40:21          75.09                 6.90               10               0.61
2021/3/11 (Thursday) 5:40:22          75.09                 6.94               6               0.61
2021/3/11 (Thursday) 5:40:23          75.09                 6.90               12               0.68
2021/3/11 (Thursday) 5:40:24          75.09                 6.92               10               0.62
2021/3/11 (Thursday) 5:40:25          75.09                 6.92               6               0.68
2021/3/11 (Thursday) 5:40:26          75.20                 6.90               8               0.62
2021/3/11 (Thursday) 5:40:27          75.09                 6.92               4               0.70
2021/3/11 (Thursday) 5:40:28          75.20                 6.92               10               0.63
2021/3/11 (Thursday) 5:40:29          74.97                 6.94               4               0.70
2021/3/11 (Thursday) 5:40:30          75.09                 6.92               10               0.69
2021/3/11 (Thursday) 5:40:31          75.09                 6.92               4               0.61
2021/3/11 (Thursday) 5:40:32          75.09                 6.92               6               0.68
2021/3/11 (Thursday) 5:40:33          75.09                 6.96               10               0.61
2021/3/11 (Thursday) 5:40:34          75.09                 6.94               4               0.68
2021/3/11 (Thursday) 5:40:35          75.09                 6.94               12               0.62
2021/3/11 (Thursday) 5:40:36          75.09                 6.92               4               0.68
2021/3/11 (Thursday) 5:40:37          75.09                 6.90               12               0.70
2021/3/11 (Thursday) 5:40:38          75.09                 6.94               4               0.63
2021/3/11 (Thursday) 5:40:39          75.09                 6.92               8               0.70
2021/3/11 (Thursday) 5:40:40          75.09                 6.92               10               0.63
2021/3/11 (Thursday) 5:40:41          74.97                 6.90               4               0.69
2021/3/11 (Thursday) 5:40:42          75.09                 6.92               6               0.61
2021/3/11 (Thursday) 5:40:43          75.09                 6.92               6               0.68
2021/3/11 (Thursday) 5:40:44          75.20                 6.89               8               0.61
2021/3/11 (Thursday) 5:40:45          75.09                 6.94               6               0.61
2021/3/11 (Thursday) 5:40:46          75.09                 6.92               10               0.66
2021/3/11 (Thursday) 5:40:47          
