=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.03.11 18:20:26 =~=~=~=~=~=~=~=~=~=~=~=

Initializing SD card...Card failed, or not present

Date & Time                  Temp (In Fahrenheit)          pH          TDS (In PPM)      Turbidity (In NTU)
2021/3/11 (Thursday) 6:26:35          75.31                 6.92               6               0.66
2021/3/11 (Thursday) 6:26:36          75.43                 6.94               6               0.72
2021/3/11 (Thursday) 6:26:37          75.31                 6.97               12               0.66
2021/3/11 (Thursday) 6:26:38          75.31                 6.96               6               0.72
2021/3/11 (Thursday) 6:26:39          75.31                 6.96               8               0.66
2021/3/11 (Thursday) 6:26:40          75.31                 6.96               6               0.72
2021/3/11 (Thursday) 6:26:41          75.43                 6.96               8               0.72
2021/3/11 (Thursday) 6:26:42          75.20                 6.96               4               0.66
2021/3/11 (Thursday) 6:26:43          75.31                 6.94               8               0.71
2021/3/11 (Thursday) 6:26:44          75.31                 6.96               10               0.65
2021/3/11 (Thursday) 6:26:45          75.31                 6.96               6               0.71
2021/3/11 (Thursday) 6:26:46          75.31                 6.94               10               0.65
2021/3/11 (Thursday) 6:26:47          75.31                 6.94               6               0.71
2021/3/11 (Thursday) 6:26:48          75.31                 6.94               10               0.67
2021/3/11 (Thursday) 6:26:49          75.31                 6.96               4               0.66
2021/3/11 (Thursday) 6:26:50          75.31                 6.94               10               0.73
2021/3/11 (Thursday) 6:26:51          75.31                 6.96               10               0.68
2021/3/11 (Thursday) 6:26:52          75.31                 6.92               6               0.73
2021/3/11 (Thursday) 6:26:53          75.31                 6.94               8               0.66
2021/3/11 (Thursday) 6:26:54          75.31                 6.94               6               0.73
2021/3/11 (Thursday) 6:26:55          75.31                 6.94               10               0.66
2021/3/11 (Thursday) 6:26:56          75.31                 6.94               4               0.66
2021/3/11 (Thursday) 6:26:57          75.31                 6.92               12               0.72
2021/3/11 (Thursday) 6:26:58          75.43                 6.94               4               0.66
2021/3/11 (Thursday) 6:26:59          75.31                 6.94               4               0.72
2021/3/11 (Thursday) 6:27:0          75.31                 6.94               10               0.66
2021/3/11 (Thursday) 6:27:1          75.31                 6.94               6               0.72
2021/3/11 (Thursday) 6:27:2          75.43                 6.94               10               0.67
2021/3/11 (Thursday) 6:27:3          75.31                 6.96               4               0.72
2021/3/11 (Thursday) 6:27:4          75.31                 6.94               10               0.72
2021/3/11 (Thursday) 6:27:5          75.20                 6.94               4               0.67
2021/3/11 (Thursday) 6:27:6          75.31                 6.94               12               0.74
2021/3/11 (Thursday) 6:27:7          75.31                 6.96               10               0.67
2021/3/11 (Thursday) 6:27:8          75.31                 6.92               4               0.74
2021/3/11 (Thursday) 6:27:9          75.43                 6.92               10               0.66
2021/3/11 (Thursday) 6:27:10          75.31                 6.94               4               0.72
2021/3/11 (Thursday) 6:27:11          75.43                 6.96               6               0.65
2021/3/11 (Thursday) 6:27:12          75.31                 6.96               4               0.65
2021/3/11 (Thursday) 6:27:13          75.31                 6.96               10               0.71
2021/3/11 (Thursday) 6:27:14          75.43                 6.97               10               0.65
2021/3/11 (Thursday) 6:27:15          75.31                 6.94               6               0.71
2021/3/11 (Thursday) 6:27:16          75.31                 6.94               8               0.68
2021/3/11 (Thursday) 6:27:17          75.31                 6.96               4               0.71
2021/3/11 (Thursday) 6:27:18          75.31                 6.96               12               0.67
2021/3/11 (Thursday) 6:27:19          75.31                 6.96               4               0.73
2021/3/11 (Thursday) 6:27:20          75.43                 6.92               10               0.73
2021/3/11 (Thursday) 6:27:21          75.43                 6.96               4               0.68
2021/3/11 (Thursday) 6:27:22          75.31                 6.94               4               0.72
2021/3/11 (Thursday) 6:27:23          75.31                 6.96               12               0.65
2021/3/11 (Thursday) 6:27:24          75.31                 6.90               4               0.70
2021/3/11 (Thursday) 6:27:25          75.43                 6.92               12               0.63
2021/3/11 (Thursday) 6:27:26          75.43                 6.96               2               0.70
2021/3/11 (Thursday) 6:27:27          75.43                 6.94               10               0.70
2021/3/11 (Thursday) 6:27:28          75.31                 6.96               4               0.65
2021/3/11 (Thursday) 6:27:29          75.43                 6.92               10               0.70
2021/3/11 (Thursday) 6:27:30          75.43                 6.94               10               0.65
2021/3/11 (Thursday) 6:27:31          75.31                 6.92               4               0.72
2021/3/11 (Thursday) 6:27:32          75.43                 6.96               8               0.66
2021/3/11 (Thursday) 6:27:33          75.43                 6.96               4               0.72
2021/3/11 (Thursday) 6:27:34          75.43                 6.92               10               0.66
2021/3/11 (Thursday) 6:27:35          75.43                 6.94               2               0.65
2021/3/11 (Thursday) 6:27:36          75.43                 6.92               10               0.72
2021/3/11 (Thursday) 6:27:37          75.43                 6.97               6               0.66
2021/3/11 (Thursday) 6:27:38          75.43                 6.94               4               0.70
2021/3/11 (Thursday) 6:27:39          75.43                 6.96               10               0.65
2021/3/11 (Thursday) 6:27:40          75.43                 6.94               4               0.70
2021/3/11 (Thursday) 6:27:41          75.43                 6.96               8               0.65
2021/3/11 (Thursday) 6:27:42          75.43                 6.96               2               0.71
2021/3/11 (Thursday) 6:27:43          75.43                 6.94               10               0.72
2021/3/11 (Thursday) 6:27:44          75.43                 6.96               4               0.66
2021/3/11 (Thursday) 6:27:45          75.43                 6.94               8               0.72
2021/3/11 (Thursday) 6:27:46          75.43                 6.94               10               0.67
2021/3/11 (Thursday) 6:27:47          75.43                 6.94               6               0.72
2021/3/11 (Thursday) 6:27:48          75.43                 6.89               12               0.66
2021/3/11 (Thursday) 6:27:49          75.43                 6.96               4               0.72
2021/3/11 (Thursday) 6:27:50          75.43                 6.94               10               0.65
2021/3/11 (Thursday) 6:27:51          75.43                 6.94               6               0.65
2021/3/11 (Thursday) 6:27:52          75.43                 6.92               10               0.70
2021/3/11 (Thursday) 6:27:53          75.43                 6.94               10               0.65
2021/3/11 (Thursday) 6:27:54          75.43                 6.92               6               0.71
2021/3/11 (Thursday) 6:27:55          75.43                 6.96               8               0.66
2021/3/11 (Thursday) 6:27:56          75.43                 6.96               2               0.73
2021/3/11 (Thursday) 6:27:57          75.43                 6.94               10               0.70
2021/3/11 (Thursday) 6:27:58          75.43                 6.94               4               0.72
2021/3/11 (Thursday) 6:27:59          75.43                 6.94               10               0.74
2021/3/11 (Thursday) 6:28:0          75.43                 6.94               4               0.67
2021/3/11 (Thursday) 6:28:1          75.31                 6.90               6               0.73
2021/3/11 (Thursday) 6:28:2          75.43                 6.94               10               0.67
2021/3/11 (Thursday) 6:28:3          75.31                 6.94               4               0.72
2021/3/11 (Thursday) 6:28:4          75.43                 6.96               10               0.66
2021/3/11 (Thursday) 6:28:5          75.31                 6.96               4               0.72
2021/3/11 (Thursday) 6:28:6          75.43                 6.94               10               0.72
2021/3/11 (Thursday) 6:28:7          75.31                 6.96               2               0.66
2021/3/11 (Thursday) 6:28:8          75.43                 6.94               10               0.72
2021/3/11 (Thursday) 6:28:9          75.31                 6.94               8               0.66
2021/3/11 (Thursday) 6:28:10          75.43                 6.94               4               0.72
2021/3/11 (Thursday) 6:28:11          75.43                 6.94               10               0.66
2021/3/11 (Thursday) 6:28:12          75.31                 6.96               6               0.74
2021/3/11 (Thursday) 6:28:13          75.43                 6.94               8               0.68
2021/3/11 (Thursday) 6:28:14          75.43                 6.96               6               0.66
2021/3/11 (Thursday) 6:28:15          75.43                 6.94               12               0.73
2021/3/11 (Thursday) 6:28:16          75.43                 6.94               4               0.68
2021/3/11 (Thursday) 6:28:17          75.31                 6.94               4               0.72
2021/3/11 (Thursday) 6:28:18          75.43                 6.94               10               0.66
2021/3/11 (Thursday) 6:28:19          75.31                 6.94               4               0.72
2021/3/11 (Thursday) 6:28:20          75.43                 6.92               12               0.66
2021/3/11 (Thursday) 6:28:21          75.31                 6.96               4               0.72
2021/3/11 (Thursday) 6:28:22          75.43                 6.94               10               0.72
2021/3/11 (Thursday) 6:28:23          75.43                 6.94               8               0.66
2021/3/11 (Thursday) 6:28:24          75.43                 6.94               10               0.73
2021/3/11 (Thursday) 6:28:25          75.43                 6.92               10               0.66
2021/3/11 (Thursday) 6:28:26          75.31                 6.92               6               0.74
2021/3/11 (Thursday) 6:28:27          75.43                 6.92               8               0.68
2021/3/11 (Thursday) 6:28:28          75.31                 6.96               4               0.73
2021/3/11 (Thursday) 6:28:29          75.43                 6.94               8               0.66
2021/3/11 (Thursday) 6:28:30          75.31                 6.92               4               0.66
2021/3/11 (Thursday) 6:28:31          75.43                 6.92               10               0.72
2021/3/11 (Thursday) 6:28:32          75.43                 6.94               8               0.67
2021/3/11 (Thursday) 6:28:33          75.31                 6.92               6               0.71
2021/3/11 (Thursday) 6:28:34          75.43                 6.96               8               0.65
2021/3/11 (Thursday) 6:28:35          75.31                 6.94               4               0.71
2021/3/11 (Thursday) 6:28:36          75.31                 6.94               8               0.64
2021/3/11 (Thursday) 6:28:37          75.31                 6.96               4               0.64
2021/3/11 (Thursday) 6:28:38          75.43                 6.94               12               0.72
2021/3/11 (Thursday) 6:28:39          75.31                 6.96               2               0.65
2021/3/11 (Thursday) 6:28:40          75.31                 6.94               6               0.70
2021/3/11 (Thursday) 6:28:41          75.31                 6.96               10               0.65
2021/3/11 (Thursday) 6:28:42          75.31                 6.94               6               0.72
2021/3/11 (Thursday) 6:28:43          75.43                 6.96               10               0.67
2021/3/11 (Thursday) 6:28:44          75.43                 6.94               6               0.72
2021/3/11 (Thursday) 6:28:45          75.43                 6.94               10               0.70
2021/3/11 (Thursday) 6:28:46          75.43                 6.94               4               0.67
2021/3/11 (Thursday) 6:28:47          75.43                 6.90               10               0.73
2021/3/11 (Thursday) 6:28:48          75.31                 6.94               10               0.66
2021/3/11 (Thursday) 6:28:49          75.43                 6.96               6               0.72
2021/3/11 (Thursday) 6:28:50          75.43                 6.94               8               0.66
2021/3/11 (Thursday) 6:28:51          75.43                 6.94               4               0.72
2021/3/11 (Thursday) 6:28:52          75.31                 6.92               12               0.65
2021/3/11 (Thursday) 6:28:53          75.31                 6.94               6               0.65
2021/3/11 (Thursday) 6:28:54          75.43                 6.94               12               0.70
2021/3/11 (Thursday) 6:28:55          75.43                 6.94               10               0.64
2021/3/11 (Thursday) 6:28:56          75.31                 6.92               4               0.70
2021/3/11 (Thursday) 6:28:57          75.43                 6.94               10               0.65
2021/3/11 (Thursday) 6:28:58          75.31                 6.94               4               0.70
2021/3/11 (Thursday) 6:28:59          75.43                 6.94               10               0.66
2021/3/11 (Thursday) 6:29:0          75.31                 6.96               6               0.71
2021/3/11 (Thursday) 6:29:1          75.31                 6.92               10               0.72
2021/3/11 (Thursday) 6:29:2          75.31                 6.96               6               0.65
2021/3/11 (Thursday) 6:29:3          75.43                 6.90               6               0.73
2021/3/11 (Thursday) 6:29:4          75.31                 6.94               8               0.66
2021/3/11 (Thursday) 6:29:5          75.43                 6.90               4               0.74
2021/3/11 (Thursday) 6:29:6          75.31                 6.94               10               0.67
2021/3/11 (Thursday) 6:29:7          75.31                 6.96               6               0.72
2021/3/11 (Thursday) 6:29:8          75.43                 6.94               10               0.70
2021/3/11 (Thursday) 6:29:9          75.31                 6.96               6               0.67
2021/3/11 (Thursday) 6:29:10          75.31                 6.94               10               0.72
2021/3/11 (Thursday) 6:29:11          75.43                 6.96               12               0.65
2021/3/11 (Thursday) 6:29:12          75.31                 6.92               4               0.71
2021/3/11 (Thursday) 6:29:13          75.43                 6.96               12               0.65
2021/3/11 (Thursday) 6:29:14          75.31                 6.96               4               0.70
2021/3/11 (Thursday) 6:29:15          75.31                 6.94               12               0.65
2021/3/11 (Thursday) 6:29:16          75.31                 6.96               6               0.65
2021/3/11 (Thursday) 6:29:17          75.43                 6.92               10               0.70
2021/3/11 (Thursday) 6:29:18          75.31                 6.96               4               0.65
2021/3/11 (Thursday) 6:29:19          75.31                 6.94               4               0.72
2021/3/11 (Thursday) 6:29:20          75.43                 6.94               10               0.66
2021/3/11 (Thursday) 6:29:21          75.31                 6.94               4               0.72
2021/3/11 (Thursday) 6:29:22          75.43                 6.94               8               0.68
2021/3/11 (Thursday) 6:29:23          75.31                 6.94               4               0.74
2021/3/11 (Thursday) 6:29:24          75.43                 6.92               10               0.74
2021/3/11 (Thursday) 6:29:25          75.43                 6.94               6               0.69
2021/3/11 (Thursday) 6:29:26          75.31                 6.92               8               0.74
2021/3/11 (Thursday) 6:29:27          75.31                 6.94               12               0.68
2021/3/11 (Thursday) 6:29:28          75.43                 6.92               4               0.74
2021/3/11 (Thursday) 6:29:29          75.43                 6.92               8               0.66
2021/3/11 (Thursday) 6:29:30          75.31                 6.94               4               0.73
2021/3/11 (Thursday) 6:29:31          75.43                 6.94               12               0.67
2021/3/11 (Thursday) 6:29:32          75.31                 6.94               4               0.66
2021/3/11 (Thursday) 6:29:33          75.43                 6.92               10               0.72
2021/3/11 (Thursday) 6:29:34          75.31                 6.96               10               0.65
2021/3/11 (Thursday) 6:29:35          75.31                 6.92               6               0.72
2021/3/11 (Thursday) 6:29:36          75.31                 6.90               10               0.67
2021/3/11 (Thursday) 6:29:37          75.43                 6.96               6               0.72
2021/3/11 (Thursday) 6:29:38          75.43                 6.92               10               0.68
2021/3/11 (Thursday) 6:29:39          75.31                 6.94               4               0.74
2021/3/11 (Thursday) 6:29:40          75.31                 6.94               10               0.74
2021/3/11 (Thursday) 6:29:41          75.31                 6.94               6               0.68
2021/3/11 (Thursday) 6:29:42          75.31                 6.94               6               0.74
2021/3/11 (Thursday) 6:29:43          75.43                 6.96               12               0.68
2021/3/11 (Thursday) 6:29:44          75.31                 6.94               6               0.73
2021/3/11 (Thursday) 6:29:45          75.43                 6.96               10               0.68
2021/3/11 (Thursday) 6:29:46          75.31                 6.94               4               0.73
2021/3/11 (Thursday) 6:29:47          75.31                 6.94               10               0.72
2021/3/11 (Thursday) 6:29:48          75.31                 6.96               4               0.65
2021/3/11 (Thursday) 6:29:49          75.31                 6.96               10               0.72
2021/3/11 (Thursday) 6:29:50          75.31                 6.94               8               0.66
2021/3/11 (Thursday) 6:29:51          75.31                 6.94               4               0.72
2021/3/11 (Thursday) 6:29:52          75.31                 6.92               10               0.66
2021/3/11 (Thursday) 6:29:53          75.31                 6.97               6               0.70
2021/3/11 (Thursday) 6:29:54          75.31                 6.94               4               0.66
2021/3/11 (Thursday) 6:29:55          75.31                 6.96               6               0.67
2021/3/11 (Thursday) 6:29:56          75.43                 6.94               10               0.74
2021/3/11 (Thursday) 6:29:57          75.31                 6.94               4               0.67
2021/3/11 (Thursday) 6:29:58          75.31                 6.94               6               0.73
2021/3/11 (Thursday) 6:29:59          75.31                 6.94               10               0.66
2021/3/11 (Thursday) 6:30:0          75.31                 6.92               4               0.72
2021/3/11 (Thursday) 6:30:1          75.43                 6.92               12               0.65
2021/3/11 (Thursday) 6:30:2          75.31                 6.94               4               0.70
2021/3/11 (Thursday) 6:30:3          
