=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.03.11 17:04:26 =~=~=~=~=~=~=~=~=~=~=~=

Initializing SD card...Card failed, or not present

Date & Time                  Temp (In Fahrenheit)          pH          TDS (In PPM)      Turbidity (In NTU)
2021/3/11 (Thursday) 5:10:35          74.86                 6.92               12               0.61
2021/3/11 (Thursday) 5:10:36          74.75                 6.92               6               0.61
2021/3/11 (Thursday) 5:10:37          74.86                 6.90               12               0.66
2021/3/11 (Thursday) 5:10:38          74.75                 6.92               6               0.60
2021/3/11 (Thursday) 5:10:39          74.86                 6.92               4               0.65
2021/3/11 (Thursday) 5:10:40          74.86                 6.94               12               0.59
2021/3/11 (Thursday) 5:10:41          74.86                 6.92               4               0.66
2021/3/11 (Thursday) 5:10:42          74.86                 6.92               10               0.60
2021/3/11 (Thursday) 5:10:43          74.75                 6.96               4               0.67
2021/3/11 (Thursday) 5:10:44          74.86                 6.90               10               0.68
2021/3/11 (Thursday) 5:10:45          74.86                 6.92               4               0.62
2021/3/11 (Thursday) 5:10:46          74.86                 6.92               10               0.66
2021/3/11 (Thursday) 5:10:47          74.86                 6.94               10               0.61
2021/3/11 (Thursday) 5:10:48          74.86                 6.90               4               0.66
2021/3/11 (Thursday) 5:10:49          74.86                 6.90               10               0.59
2021/3/11 (Thursday) 5:10:50          74.75                 6.92               6               0.65
2021/3/11 (Thursday) 5:10:51          74.86                 6.92               12               0.60
2021/3/11 (Thursday) 5:10:52          74.75                 6.94               6               0.59
2021/3/11 (Thursday) 5:10:53          74.86                 6.92               10               0.67
2021/3/11 (Thursday) 5:10:54          74.86                 6.92               4               0.61
2021/3/11 (Thursday) 5:10:55          74.86                 6.92               4               0.67
2021/3/11 (Thursday) 5:10:56          74.86                 6.92               8               0.62
2021/3/11 (Thursday) 5:10:57          74.86                 6.94               2               0.66
2021/3/11 (Thursday) 5:10:58          74.86                 6.92               8               0.59
2021/3/11 (Thursday) 5:10:59          74.75                 6.94               4               0.66
2021/3/11 (Thursday) 5:11:0          74.86                 6.92               10               0.66
2021/3/11 (Thursday) 5:11:1          74.75                 6.94               4               0.59
2021/3/11 (Thursday) 5:11:2          74.86                 6.92               10               0.67
2021/3/11 (Thursday) 5:11:3          74.86                 6.90               10               0.62
2021/3/11 (Thursday) 5:11:4          74.86                 6.92               8               0.68
2021/3/11 (Thursday) 5:11:5          74.86                 6.90               6               0.61
2021/3/11 (Thursday) 5:11:6          74.86                 6.94               6               0.67
2021/3/11 (Thursday) 5:11:7          74.86                 6.90               8               0.59
2021/3/11 (Thursday) 5:11:8          74.86                 6.92               4               0.59
2021/3/11 (Thursday) 5:11:9          74.86                 6.89               10               0.66
2021/3/11 (Thursday) 5:11:10          74.86                 6.94               12               0.59
2021/3/11 (Thursday) 5:11:11          74.75                 6.92               4               0.67
2021/3/11 (Thursday) 5:11:12          74.86                 6.94               8               0.60
2021/3/11 (Thursday) 5:11:13          74.86                 6.94               4               0.68
2021/3/11 (Thursday) 5:11:14          74.86                 6.90               8               0.61
2021/3/11 (Thursday) 5:11:15          74.86                 6.92               4               0.60
2021/3/11 (Thursday) 5:11:16          74.86                 6.90               8               0.66
2021/3/11 (Thursday) 5:11:17          74.75                 6.94               4               0.59
2021/3/11 (Thursday) 5:11:18          74.75                 6.90               4               0.66
2021/3/11 (Thursday) 5:11:19          74.86                 6.92               8               0.58
2021/3/11 (Thursday) 5:11:20          74.75                 6.94               4               0.68
2021/3/11 (Thursday) 5:11:21          74.86                 6.92               10               0.60
2021/3/11 (Thursday) 5:11:22          74.75                 6.92               4               0.68
2021/3/11 (Thursday) 5:11:23          74.75                 6.90               10               0.60
2021/3/11 (Thursday) 5:11:24          74.86                 6.92               6               0.60
2021/3/11 (Thursday) 5:11:25          74.75                 6.90               10               0.66
2021/3/11 (Thursday) 5:11:26          74.86                 6.92               8               0.59
2021/3/11 (Thursday) 5:11:27          74.75                 6.90               4               0.66
2021/3/11 (Thursday) 5:11:28          74.86                 6.90               8               0.60
2021/3/11 (Thursday) 5:11:29          74.75                 6.94               4               0.67
2021/3/11 (Thursday) 5:11:30          74.86                 6.90               10               0.62
2021/3/11 (Thursday) 5:11:31          74.75                 6.94               6               0.61
2021/3/11 (Thursday) 5:11:32          74.86                 6.92               10               0.66
2021/3/11 (Thursday) 5:11:33          74.75                 6.94               10               0.59
2021/3/11 (Thursday) 5:11:34          74.75                 6.92               4               0.65
2021/3/11 (Thursday) 5:11:35          74.75                 6.94               10               0.59
2021/3/11 (Thursday) 5:11:36          74.75                 6.96               4               0.66
2021/3/11 (Thursday) 5:11:37          74.64                 6.90               8               0.59
2021/3/11 (Thursday) 5:11:38          74.75                 6.94               6               0.68
2021/3/11 (Thursday) 5:11:39          74.75                 6.92               10               0.68
2021/3/11 (Thursday) 5:11:40          74.75                 6.94               6               0.61
2021/3/11 (Thursday) 5:11:41          74.75                 6.90               6               0.66
2021/3/11 (Thursday) 5:11:42          74.75                 6.92               10               0.60
2021/3/11 (Thursday) 5:11:43          74.86                 6.89               4               0.66
2021/3/11 (Thursday) 5:11:44          74.86                 6.89               10               0.59
2021/3/11 (Thursday) 5:11:45          74.75                 6.92               4               0.66
2021/3/11 (Thursday) 5:11:46          74.75                 6.89               10               0.65
2021/3/11 (Thursday) 5:11:47          74.75                 6.92               6               0.60
2021/3/11 (Thursday) 5:11:48          74.75                 6.92               10               0.68
2021/3/11 (Thursday) 5:11:49          74.75                 6.92               10               0.61
2021/3/11 (Thursday) 5:11:50          74.75                 6.90               4               0.66
2021/3/11 (Thursday) 5:11:51          74.75                 6.94               10               0.61
2021/3/11 (Thursday) 5:11:52          74.75                 6.94               6               0.66
2021/3/11 (Thursday) 5:11:53          74.75                 6.92               10               0.59
2021/3/11 (Thursday) 5:11:54          74.75                 6.92               4               0.59
2021/3/11 (Thursday) 5:11:55          74.75                 6.92               8               0.66
2021/3/11 (Thursday) 5:11:56          74.75                 6.94               6               0.60
2021/3/11 (Thursday) 5:11:57          74.75                 6.90               4               0.66
2021/3/11 (Thursday) 5:11:58          74.75                 6.94               10               0.61
2021/3/11 (Thursday) 5:11:59          74.75                 6.94               4               0.68
2021/3/11 (Thursday) 5:12:0          74.75                 6.90               12               0.60
2021/3/11 (Thursday) 5:12:1          74.64                 6.94               8               0.67
2021/3/11 (Thursday) 5:12:2          74.75                 6.90               10               0.66
2021/3/11 (Thursday) 5:12:3          74.75                 6.90               4               0.59
2021/3/11 (Thursday) 5:12:4          74.75                 6.90               10               0.66
2021/3/11 (Thursday) 5:12:5          74.75                 6.92               10               0.60
2021/3/11 (Thursday) 5:12:6          74.75                 6.90               6               0.66
2021/3/11 (Thursday) 5:12:7          74.75                 6.90               10               0.61
2021/3/11 (Thursday) 5:12:8          74.75                 6.92               6               0.67
2021/3/11 (Thursday) 5:12:9          74.75                 6.87               8               0.61
2021/3/11 (Thursday) 5:12:10          74.75                 6.94               6               0.61
2021/3/11 (Thursday) 5:12:11          74.75                 6.92               8               0.68
2021/3/11 (Thursday) 5:12:12          74.75                 6.94               10               0.60
2021/3/11 (Thursday) 5:12:13          74.75                 6.92               4               0.66
2021/3/11 (Thursday) 5:12:14          74.86                 6.94               10               0.58
2021/3/11 (Thursday) 5:12:15          74.64                 6.94               4               0.66
2021/3/11 (Thursday) 5:12:16          74.86                 6.94               10               0.59
2021/3/11 (Thursday) 5:12:17          74.64                 6.94               6               0.66
2021/3/11 (Thursday) 5:12:18          74.75                 6.90               10               0.68
2021/3/11 (Thursday) 5:12:19          74.64                 6.94               6               0.61
2021/3/11 (Thursday) 5:12:20          74.75                 6.92               4               0.68
2021/3/11 (Thursday) 5:12:21          74.75                 6.90               10               0.61
2021/3/11 (Thursday) 5:12:22          74.75                 6.92               6               0.67
2021/3/11 (Thursday) 5:12:23          74.75                 6.90               10               0.60
2021/3/11 (Thursday) 5:12:24          74.75                 6.94               6               0.65
2021/3/11 (Thursday) 5:12:25          74.75                 6.90               10               0.66
2021/3/11 (Thursday) 5:12:26          74.75                 6.92               6               0.59
2021/3/11 (Thursday) 5:12:27          74.75                 6.90               8               0.66
2021/3/11 (Thursday) 5:12:28          74.75                 6.92               10               0.58
2021/3/11 (Thursday) 5:12:29          74.75                 6.90               6               0.67
2021/3/11 (Thursday) 5:12:30          74.75                 6.90               10               0.61
2021/3/11 (Thursday) 5:12:31          74.64                 6.92               8               0.66
2021/3/11 (Thursday) 5:12:32          74.64                 6.92               10               0.61
2021/3/11 (Thursday) 5:12:33          74.75                 6.92               4               0.61
2021/3/11 (Thursday) 5:12:34          74.64                 6.90               10               0.67
2021/3/11 (Thursday) 5:12:35          74.64                 6.94               4               0.59
2021/3/11 (Thursday) 5:12:36          74.64                 6.90               4               0.65
2021/3/11 (Thursday) 5:12:37          74.75                 6.94               8               0.59
2021/3/11 (Thursday) 5:12:38          74.64                 6.90               4               0.65
2021/3/11 (Thursday) 5:12:39          74.64                 6.92               8               0.57
2021/3/11 (Thursday) 5:12:40          74.64                 6.94               4               0.66
2021/3/11 (Thursday) 5:12:41          74.64                 6.92               10               0.66
2021/3/11 (Thursday) 5:12:42          74.64                 6.94               4               0.59
2021/3/11 (Thursday) 5:12:43          74.64                 6.90               4               0.68
2021/3/11 (Thursday) 5:12:44          74.64                 6.92               10               0.62
2021/3/11 (Thursday) 5:12:45          74.64                 6.92               8               0.67
2021/3/11 (Thursday) 5:12:46          74.64                 6.92               10               0.61
2021/3/11 (Thursday) 5:12:47          74.64                 6.94               6               0.67
2021/3/11 (Thursday) 5:12:48          74.75                 6.90               8               0.59
2021/3/11 (Thursday) 5:12:49          74.75                 6.92               4               0.59
2021/3/11 (Thursday) 5:12:50          74.75                 6.90               10               0.66
2021/3/11 (Thursday) 5:12:51          74.75                 6.92               10               0.59
2021/3/11 (Thursday) 5:12:52          74.64                 6.90               6               0.66
2021/3/11 (Thursday) 5:12:53          74.75                 6.94               10               0.60
2021/3/11 (Thursday) 5:12:54          74.64                 6.92               6               0.68
2021/3/11 (Thursday) 5:12:55          74.64                 6.89               8               0.60
2021/3/11 (Thursday) 5:12:56          74.64                 6.96               4               0.61
2021/3/11 (Thursday) 5:12:57          74.64                 6.92               8               0.68
2021/3/11 (Thursday) 5:12:58          74.75                 6.94               6               0.61
2021/3/11 (Thursday) 5:12:59          74.64                 6.92               4               0.67
2021/3/11 (Thursday) 5:13:0          74.64                 6.94               10               0.59
2021/3/11 (Thursday) 5:13:1          74.64                 6.94               6               0.66
2021/3/11 (Thursday) 5:13:2          74.75                 6.94               10               0.58
2021/3/11 (Thursday) 5:13:3          74.64                 6.94               4               0.65
2021/3/11 (Thursday) 5:13:4          74.75                 6.90               8               0.66
2021/3/11 (Thursday) 5:13:5          74.64                 6.96               4               0.59
2021/3/11 (Thursday) 5:13:6          74.64                 6.90               10               0.66
2021/3/11 (Thursday) 5:13:7          74.64                 6.96               8               0.59
2021/3/11 (Thursday) 5:13:8          74.64                 6.92               4               0.68
2021/3/11 (Thursday) 5:13:9          74.75                 6.92               10               0.61
2021/3/11 (Thursday) 5:13:10          74.64                 6.92               6               0.68
2021/3/11 (Thursday) 5:13:11          74.75                 6.92               10               0.61
2021/3/11 (Thursday) 5:13:12          74.64                 6.92               2               0.61
2021/3/11 (Thursday) 5:13:13          74.64                 6.92               10               0.67
2021/3/11 (Thursday) 5:13:14          74.64                 6.92               8               0.59
2021/3/11 (Thursday) 5:13:15          74.75                 6.92               2               0.65
2021/3/11 (Thursday) 5:13:16          74.75                 6.92               10               0.59
2021/3/11 (Thursday) 5:13:17          74.75                 6.94               4               0.66
2021/3/11 (Thursday) 5:13:18          74.75                 6.90               8               0.59
2021/3/11 (Thursday) 5:13:19          74.75                 6.92               6               0.67
2021/3/11 (Thursday) 5:13:20          74.75                 6.90               12               0.66
2021/3/11 (Thursday) 5:13:21          74.75                 6.90               4               0.61
2021/3/11 (Thursday) 5:13:22          74.75                 6.94               12               0.68
2021/3/11 (Thursday) 5:13:23          74.64                 6.92               10               0.61
2021/3/11 (Thursday) 5:13:24          74.64                 6.92               4               0.67
2021/3/11 (Thursday) 5:13:25          74.75                 6.92               12               0.60
2021/3/11 (Thursday) 5:13:26          74.75                 6.94               4               0.66
2021/3/11 (Thursday) 5:13:27          74.75                 6.92               12               0.64
2021/3/11 (Thursday) 5:13:28          74.64                 6.94               4               0.59
2021/3/11 (Thursday) 5:13:29          74.75                 6.92               10               0.65
2021/3/11 (Thursday) 5:13:30          74.75                 6.94               10               0.59
2021/3/11 (Thursday) 5:13:31          74.75                 6.92               4               0.66
2021/3/11 (Thursday) 5:13:32          74.75                 6.94               10               0.63
2021/3/11 (Thursday) 5:13:33          74.75                 6.92               4               0.68
2021/3/11 (Thursday) 5:13:34          74.75                 6.90               10               0.61
2021/3/11 (Thursday) 5:13:35          74.64                 6.94               6               0.61
2021/3/11 (Thursday) 5:13:36          74.75                 6.92               10               0.67
2021/3/11 (Thursday) 5:13:37          74.75                 6.94               4               0.59
2021/3/11 (Thursday) 5:13:38          74.75                 6.89               4               0.67
2021/3/11 (Thursday) 5:13:39          74.86                 6.92               10               0.59
2021/3/11 (Thursday) 5:13:40          74.75                 6.90               6               0.66
2021/3/11 (Thursday) 5:13:41          74.75                 6.90               8               0.59
2021/3/11 (Thursday) 5:13:42          74.75                 6.92               4               0.66
2021/3/11 (Thursday) 5:13:43          74.75                 6.89               10               0.67
2021/3/11 (Thursday) 5:13:44          74.64                 6.92               4               0.61
2021/3/11 (Thursday) 5:13:45          74.75                 6.90               10               0.68
2021/3/11 (Thursday) 5:13:46          74.75                 6.92               10               0.61
2021/3/11 (Thursday) 5:13:47          74.75                 6.92               6               0.68
2021/3/11 (Thursday) 5:13:48          74.75                 6.90               10               0.61
2021/3/11 (Thursday) 5:13:49          74.75                 6.94               4               0.66
2021/3/11 (Thursday) 5:13:50          74.75                 6.94               12               0.59
2021/3/11 (Thursday) 5:13:51          74.64                 6.94               6               0.59
2021/3/11 (Thursday) 5:13:52          74.86                 6.90               10               0.66
2021/3/11 (Thursday) 5:13:53          74.75                 6.94               10               0.59
2021/3/11 (Thursday) 5:13:54          74.75                 6.92               4               0.67
2021/3/11 (Thursday) 5:13:55          74.75                 6.92               12               0.61
2021/3/11 (Thursday) 5:13:56          74.75                 6.94               6               0.67
2021/3/11 (Thursday) 5:13:57          74.75                 6.92               12               0.60
2021/3/11 (Thursday) 5:13:58          74.75                 6.92               6               0.68
2021/3/11 (Thursday) 5:13:59          74.75                 6.92               8               0.67
2021/3/11 (Thursday) 5:14:0          74.75                 6.92               4               0.60
2021/3/11 (Thursday) 5:14:1          74.75                 6.90               4               0.66
2021/3/11 (Thursday) 5:14:2          74.75                 6.94               8               0.59
2021/3/11 (Thursday) 5:14:3          74.75                 6.90               6               0.66
2021/3/11 (Thursday) 5:14:4          74.75                 6.90               12               0.59
2021/3/11 (Thursday) 5:14:5          74.75                 6.92               6               0.66
2021/3/11 (Thursday) 5:14:6          74.75                 6.90               10               0.59
2021/3/11 (Thursday) 5:14:7          74.64                 6.94               6               0.61
2021/3/11 (Thursday) 5:14:8          74.75                 6.90               12               0.67
2021/3/11 (Thursday) 5:14:9          74.64                 6.94               10               0.61
2021/3/11 (Thursday) 5:14:10          74.64                 6.90               4               0.67
2021/3/11 (Thursday) 5:14:11          74.64                 6.90               10               0.59
2021/3/11 (Thursday) 5:14:12          74.64                 6.92               4               0.66
2021/3/11 (Thursday) 5:14:13          74.75                 6.90               8               0.59
2021/3/11 (Thursday) 5:14:14          74.75                 6.92               4               0.59
2021/3/11 (Thursday) 5:14:15          74.75                 6.92               10               0.66
2021/3/11 (Thursday) 5:14:16          74.75                 6.96               8               0.60
2021/3/11 (Thursday) 5:14:17          74.75                 6.90               4               0.66
2021/3/11 (Thursday) 5:14:18          74.75                 6.94               10               0.62
2021/3/11 (Thursday) 5:14:19          74.64                 6.94               4               0.68
2021/3/11 (Thursday) 5:14:20          74.75                 6.92               10               0.61
2021/3/11 (Thursday) 5:14:21          74.64                 6.94               6               0.67
2021/3/11 (Thursday) 5:14:22          74.75                 6.90               10               0.67
2021/3/11 (Thursday) 5:14:23          74.64                 6.92               6               0.59
2021/3/11 (Thursday) 5:14:24          74.75                 6.92               8               0.66
2021/3/11 (Thursday) 5:14:25          74.75                 6.92               10               0.58
2021/3/11 (Thursday) 5:14:26          74.75                 6.90               6               0.66
2021/3/11 (Thursday) 5:14:27          74.75                 6.92               10               0.60
2021/3/11 (Thursday) 5:14:28          74.75                 6.92               4               0.67
2021/3/11 (Thursday) 5:14:29          74.75                 6.90               10               0.61
2021/3/11 (Thursday) 5:14:30          74.75                 6.94               4               0.61
2021/3/11 (Thursday) 5:14:31          74.75                 6.90               8               0.68
2021/3/11 (Thursday) 5:14:32          74.75                 6.90               10               0.61
2021/3/11 (Thursday) 5:14:33          74.75                 6.90               6               0.67
2021/3/11 (Thursday) 5:14:34          74.75                 6.94               10               0.60
2021/3/11 (Thursday) 5:14:35          74.64                 6.94               6               0.66
2021/3/11 (Thursday) 5:14:36          74.75                 6.90               8               0.61
2021/3/11 (Thursday) 5:14:37          74.75                 6.94               4               0.59
2021/3/11 (Thursday) 5:14:38          74.75                 6.90               10               0.66
2021/3/11 (Thursday) 5:14:39          74.75                 6.94               4               0.60
2021/3/11 (Thursday) 5:14:40          74.75                 6.92               4               0.66
2021/3/11 (Thursday) 5:14:41          74.75                 6.96               10               0.59
2021/3/11 (Thursday) 5:14:42          74.64                 6.94               4               0.66
2021/3/11 (Thursday) 5:14:43          
