=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.03.11 17:43:13 =~=~=~=~=~=~=~=~=~=~=~=

Initializing SD card...Card failed, or not present

Date & Time                  Temp (In Fahrenheit)          pH          TDS (In PPM)      Turbidity (In NTU)
2021/3/11 (Thursday) 5:49:22          74.97                 6.96               6               0.68
2021/3/11 (Thursday) 5:49:23          74.97                 6.96               12               0.64
2021/3/11 (Thursday) 5:49:24          74.97                 6.94               4               0.70
2021/3/11 (Thursday) 5:49:25          75.09                 6.96               10               0.66
2021/3/11 (Thursday) 5:49:26          74.97                 6.99               6               0.69
2021/3/11 (Thursday) 5:49:27          74.97                 6.96               10               0.69
2021/3/11 (Thursday) 5:49:28          74.97                 6.96               4               0.63
2021/3/11 (Thursday) 5:49:29          75.09                 6.96               10               0.68
2021/3/11 (Thursday) 5:49:30          74.97                 6.97               12               0.63
2021/3/11 (Thursday) 5:49:31          74.97                 6.97               4               0.69
2021/3/11 (Thursday) 5:49:32          75.09                 6.96               8               0.66
2021/3/11 (Thursday) 5:49:33          74.97                 6.97               4               0.70
2021/3/11 (Thursday) 5:49:34          74.97                 6.99               12               0.67
2021/3/11 (Thursday) 5:49:35          74.97                 6.92               4               0.65
2021/3/11 (Thursday) 5:49:36          75.09                 6.96               12               0.68
2021/3/11 (Thursday) 5:49:37          74.97                 6.96               8               0.64
2021/3/11 (Thursday) 5:49:38          74.97                 6.96               6               0.68
2021/3/11 (Thursday) 5:49:39          75.09                 6.96               10               0.65
2021/3/11 (Thursday) 5:49:40          75.09                 6.94               4               0.70
2021/3/11 (Thursday) 5:49:41          75.09                 6.96               8               0.66
2021/3/11 (Thursday) 5:49:42          75.09                 6.94               4               0.64
2021/3/11 (Thursday) 5:49:43          75.09                 6.97               10               0.69
2021/3/11 (Thursday) 5:49:44          75.09                 6.96               6               0.64
2021/3/11 (Thursday) 5:49:45          75.09                 6.97               4               0.68
2021/3/11 (Thursday) 5:49:46          75.09                 6.97               10               0.65
2021/3/11 (Thursday) 5:49:47          74.97                 6.97               6               0.70
2021/3/11 (Thursday) 5:49:48          75.09                 6.99               12               0.66
2021/3/11 (Thursday) 5:49:49          74.97                 6.97               8               0.70
2021/3/11 (Thursday) 5:49:50          74.97                 6.94               8               0.69
2021/3/11 (Thursday) 5:49:51          74.97                 6.94               4               0.64
2021/3/11 (Thursday) 5:49:52          74.97                 6.96               10               0.68
2021/3/11 (Thursday) 5:49:53          75.09                 6.96               10               0.64
2021/3/11 (Thursday) 5:49:54          74.97                 6.97               6               0.68
2021/3/11 (Thursday) 5:49:55          74.97                 6.94               10               0.65
2021/3/11 (Thursday) 5:49:56          75.09                 6.94               6               0.70
2021/3/11 (Thursday) 5:49:57          75.09                 6.97               10               0.65
2021/3/11 (Thursday) 5:49:58          74.97                 6.96               6               0.65
2021/3/11 (Thursday) 5:49:59          75.09                 6.97               8               0.69
2021/3/11 (Thursday) 5:50:0          74.97                 6.97               8               0.65
2021/3/11 (Thursday) 5:50:1          74.97                 6.96               4               0.68
2021/3/11 (Thursday) 5:50:2          74.97                 6.96               8               0.63
2021/3/11 (Thursday) 5:50:3          75.09                 6.96               2               0.68
2021/3/11 (Thursday) 5:50:4          75.09                 6.97               10               0.65
2021/3/11 (Thursday) 5:50:5          74.97                 6.97               6               0.70
2021/3/11 (Thursday) 5:50:6          75.09                 6.96               8               0.70
2021/3/11 (Thursday) 5:50:7          75.09                 6.96               8               0.66
2021/3/11 (Thursday) 5:50:8          74.97                 6.97               4               0.70
2021/3/11 (Thursday) 5:50:9          75.09                 6.94               12               0.64
2021/3/11 (Thursday) 5:50:10          74.97                 6.94               6               0.68
2021/3/11 (Thursday) 5:50:11          75.09                 6.94               12               0.63
2021/3/11 (Thursday) 5:50:12          75.09                 6.96               6               0.69
2021/3/11 (Thursday) 5:50:13          75.09                 6.96               10               0.65
2021/3/11 (Thursday) 5:50:14          75.09                 6.96               2               0.66
2021/3/11 (Thursday) 5:50:15          75.09                 6.96               10               0.70
2021/3/11 (Thursday) 5:50:16          75.09                 6.96               10               0.65
2021/3/11 (Thursday) 5:50:17          74.97                 6.99               2               0.69
2021/3/11 (Thursday) 5:50:18          75.09                 6.97               10               0.65
2021/3/11 (Thursday) 5:50:19          75.09                 6.97               4               0.68
2021/3/11 (Thursday) 5:50:20          75.09                 6.96               8               0.64
2021/3/11 (Thursday) 5:50:21          74.97                 6.97               4               0.64
2021/3/11 (Thursday) 5:50:22          75.09                 6.97               10               0.70
2021/3/11 (Thursday) 5:50:23          74.97                 6.96               6               0.65
2021/3/11 (Thursday) 5:50:24          74.97                 6.97               6               0.70
2021/3/11 (Thursday) 5:50:25          75.09                 6.96               8               0.64
2021/3/11 (Thursday) 5:50:26          75.09                 6.96               4               0.68
2021/3/11 (Thursday) 5:50:27          75.09                 6.96               8               0.64
2021/3/11 (Thursday) 5:50:28          74.97                 6.94               8               0.68
2021/3/11 (Thursday) 5:50:29          75.09                 6.97               10               0.68
2021/3/11 (Thursday) 5:50:30          74.97                 6.92               4               0.65
2021/3/11 (Thursday) 5:50:31          74.97                 6.92               4               0.70
2021/3/11 (Thursday) 5:50:32          74.97                 6.94               8               0.65
2021/3/11 (Thursday) 5:50:33          74.97                 6.97               6               0.70
2021/3/11 (Thursday) 5:50:34          75.09                 6.96               12               0.65
2021/3/11 (Thursday) 5:50:35          74.97                 6.96               8               0.69
2021/3/11 (Thursday) 5:50:36          75.09                 6.97               10               0.64
2021/3/11 (Thursday) 5:50:37          74.97                 6.96               4               0.64
2021/3/11 (Thursday) 5:50:38          74.97                 6.94               10               0.68
2021/3/11 (Thursday) 5:50:39          75.09                 6.97               12               0.64
2021/3/11 (Thursday) 5:50:40          75.09                 6.97               6               0.68
2021/3/11 (Thursday) 5:50:41          75.09                 6.96               10               0.65
2021/3/11 (Thursday) 5:50:42          75.09                 6.97               6               0.70
2021/3/11 (Thursday) 5:50:43          75.09                 6.96               10               0.66
2021/3/11 (Thursday) 5:50:44          74.97                 6.96               2               0.66
2021/3/11 (Thursday) 5:50:45          75.09                 6.96               10               0.70
2021/3/11 (Thursday) 5:50:46          75.09                 6.94               4               0.65
2021/3/11 (Thursday) 5:50:47          74.97                 6.94               4               0.68
2021/3/11 (Thursday) 5:50:48          75.09                 6.94               8               0.63
2021/3/11 (Thursday) 5:50:49          75.09                 6.94               6               0.68
2021/3/11 (Thursday) 5:50:50          75.09                 6.96               8               0.64
2021/3/11 (Thursday) 5:50:51          75.09                 6.94               2               0.69
2021/3/11 (Thursday) 5:50:52          75.09                 6.97               8               0.69
2021/3/11 (Thursday) 5:50:53          75.09                 6.97               4               0.66
2021/3/11 (Thursday) 5:50:54          75.09                 6.97               10               0.70
2021/3/11 (Thursday) 5:50:55          75.09                 6.96               8               0.66
2021/3/11 (Thursday) 5:50:56          74.97                 6.97               6               0.70
2021/3/11 (Thursday) 5:50:57          75.09                 6.97               12               0.64
2021/3/11 (Thursday) 5:50:58          75.09                 6.96               6               0.68
2021/3/11 (Thursday) 5:50:59          75.09                 6.97               10               0.65
2021/3/11 (Thursday) 5:51:0          74.97                 6.97               4               0.64
2021/3/11 (Thursday) 5:51:1          74.97                 6.97               12               0.68
2021/3/11 (Thursday) 5:51:2          75.09                 6.97               8               0.65
2021/3/11 (Thursday) 5:51:3          75.09                 6.97               4               0.69
2021/3/11 (Thursday) 5:51:4          75.09                 6.96               8               0.66
2021/3/11 (Thursday) 5:51:5          74.97                 6.96               6               0.70
2021/3/11 (Thursday) 5:51:6          75.09                 6.97               10               0.65
2021/3/11 (Thursday) 5:51:7          74.97                 6.96               4               0.69
2021/3/11 (Thursday) 5:51:8          74.97                 6.96               12               0.68
2021/3/11 (Thursday) 5:51:9          74.97                 6.96               2               0.63
2021/3/11 (Thursday) 5:51:10          74.97                 6.96               4               0.68
2021/3/11 (Thursday) 5:51:11          74.97                 6.96               10               0.64
2021/3/11 (Thursday) 5:51:12          74.97                 6.96               6               0.68
2021/3/11 (Thursday) 5:51:13          74.97                 6.96               10               0.65
2021/3/11 (Thursday) 5:51:14          75.09                 6.96               6               0.70
2021/3/11 (Thursday) 5:51:15          74.97                 6.97               10               0.68
2021/3/11 (Thursday) 5:51:16          74.97                 6.97               4               0.65
2021/3/11 (Thursday) 5:51:17          74.97                 6.97               10               0.69
2021/3/11 (Thursday) 5:51:18          75.09                 6.96               10               0.63
2021/3/11 (Thursday) 5:51:19          74.97                 6.97               6               0.68
2021/3/11 (Thursday) 5:51:20          74.97                 6.96               8               0.65
2021/3/11 (Thursday) 5:51:21          74.97                 6.96               6               0.69
2021/3/11 (Thursday) 5:51:22          74.97                 6.96               8               0.66
2021/3/11 (Thursday) 5:51:23          74.97                 6.94               4               0.65
2021/3/11 (Thursday) 5:51:24          75.09                 6.97               10               0.69
2021/3/11 (Thursday) 5:51:25          74.97                 6.96               6               0.63
2021/3/11 (Thursday) 5:51:26          75.09                 6.94               6               0.68
2021/3/11 (Thursday) 5:51:27          75.09                 6.96               10               0.65
2021/3/11 (Thursday) 5:51:28          74.97                 6.97               4               0.70
2021/3/11 (Thursday) 5:51:29          74.97                 6.94               10               0.66
2021/3/11 (Thursday) 5:51:30          74.97                 6.96               6               0.69
2021/3/11 (Thursday) 5:51:31          75.09                 6.96               10               0.69
2021/3/11 (Thursday) 5:51:32          75.09                 6.96               4               0.63
2021/3/11 (Thursday) 5:51:33          75.09                 6.97               10               0.68
2021/3/11 (Thursday) 5:51:34          75.09                 6.96               10               0.65
2021/3/11 (Thursday) 5:51:35          75.09                 6.96               6               0.69
2021/3/11 (Thursday) 5:51:36          75.09                 6.96               10               0.65
2021/3/11 (Thursday) 5:51:37          75.09                 6.97               6               0.70
2021/3/11 (Thursday) 5:51:38          75.09                 6.97               10               0.63
2021/3/11 (Thursday) 5:51:39          74.97                 6.94               6               0.63
2021/3/11 (Thursday) 5:51:40          74.97                 6.96               10               0.68
2021/3/11 (Thursday) 5:51:41          74.97                 6.94               10               0.65
2021/3/11 (Thursday) 5:51:42          74.97                 6.97               4               0.69
2021/3/11 (Thursday) 5:51:43          75.09                 6.96               8               0.66
2021/3/11 (Thursday) 5:51:44          74.97                 6.97               6               0.70
2021/3/11 (Thursday) 5:51:45          74.97                 6.96               10               0.65
2021/3/11 (Thursday) 5:51:46          74.97                 6.97               6               0.68
2021/3/11 (Thursday) 5:51:47          75.09                 6.96               10               0.68
2021/3/11 (Thursday) 5:51:48          74.97                 6.96               4               0.64
2021/3/11 (Thursday) 5:51:49          74.97                 6.97               8               0.68
2021/3/11 (Thursday) 5:51:50          74.97                 6.96               10               0.65
2021/3/11 (Thursday) 5:51:51          74.97                 6.96               4               0.68
2021/3/11 (Thursday) 5:51:52          74.97                 6.96               10               0.66
2021/3/11 (Thursday) 5:51:53          74.97                 6.96               4               0.70
2021/3/11 (Thursday) 5:51:54          74.97                 6.97               10               0.70
2021/3/11 (Thursday) 5:51:55          74.97                 6.94               6               0.65
2021/3/11 (Thursday) 5:51:56          75.09                 6.97               8               0.70
2021/3/11 (Thursday) 5:51:57          74.97                 6.97               10               0.65
2021/3/11 (Thursday) 5:51:58          74.97                 6.96               2               0.68
2021/3/11 (Thursday) 5:51:59          74.97                 6.94               10               0.63
2021/3/11 (Thursday) 5:52:0          74.97                 6.96               6               0.68
2021/3/11 (Thursday) 5:52:1          74.97                 6.96               8               0.64
2021/3/11 (Thursday) 5:52:2          74.86                 6.96               6               0.65
2021/3/11 (Thursday) 5:52:3          74.97                 6.94               8               0.69
2021/3/11 (Thursday) 5:52:4          74.97                 6.94               4               0.65
2021/3/11 (Thursday) 5:52:5          74.97                 6.96               4               0.69
2021/3/11 (Thursday) 5:52:6          74.97                 6.96               8               0.66
2021/3/11 (Thursday) 5:52:7          74.86                 6.94               4               0.70
2021/3/11 (Thursday) 5:52:8          74.97                 6.97               10               0.65
2021/3/11 (Thursday) 5:52:9          74.97                 6.97               4               0.69
2021/3/11 (Thursday) 5:52:10          74.97                 6.94               8               0.70
2021/3/11 (Thursday) 5:52:11          74.97                 6.97               6               0.63
2021/3/11 (Thursday) 5:52:12          74.97                 6.97               8               0.69
2021/3/11 (Thursday) 5:52:13          75.09                 6.96               10               0.64
2021/3/11 (Thursday) 5:52:14          74.97                 6.96               6               0.68
2021/3/11 (Thursday) 5:52:15          75.09                 6.96               10               0.65
2021/3/11 (Thursday) 5:52:16          74.97                 6.96               4               0.68
2021/3/11 (Thursday) 5:52:17          74.97                 6.96               12               0.65
2021/3/11 (Thursday) 5:52:18          74.97                 6.97               6               0.65
2021/3/11 (Thursday) 5:52:19          74.97                 6.97               10               0.70
2021/3/11 (Thursday) 5:52:20          74.97                 6.94               8               0.66
2021/3/11 (Thursday) 5:52:21          74.97                 6.96               6               0.71
2021/3/11 (Thursday) 5:52:22          74.97                 6.96               10               0.66
2021/3/11 (Thursday) 5:52:23          74.86                 6.94               4               0.70
2021/3/11 (Thursday) 5:52:24          74.86                 6.96               8               0.65
2021/3/11 (Thursday) 5:52:25          74.86                 6.97               6               0.64
2021/3/11 (Thursday) 5:52:26          74.86                 6.96               12               0.68
2021/3/11 (Thursday) 5:52:27          74.86                 6.96               4               0.63
2021/3/11 (Thursday) 5:52:28          74.97                 6.94               6               0.68
2021/3/11 (Thursday) 5:52:29          74.97                 6.96               8               0.64
2021/3/11 (Thursday) 5:52:30          74.97                 6.97               6               0.69
2021/3/11 (Thursday) 5:52:31          74.97                 6.94               8               0.65
2021/3/11 (Thursday) 5:52:32          74.86                 6.94               6               0.69
2021/3/11 (Thursday) 5:52:33          74.97                 6.97               10               0.66
2021/3/11 (Thursday) 5:52:34          74.97                 6.96               6               0.66
2021/3/11 (Thursday) 5:52:35          74.97                 6.97               10               0.69
2021/3/11 (Thursday) 5:52:36          74.97                 6.99               10               0.64
2021/3/11 (Thursday) 5:52:37          74.86                 6.97               4               0.69
2021/3/11 (Thursday) 5:52:38          74.97                 6.94               10               0.63
2021/3/11 (Thursday) 5:52:39          74.97                 6.97               6               0.68
2021/3/11 (Thursday) 5:52:40          74.97                 6.97               10               0.65
2021/3/11 (Thursday) 5:52:41          74.97                 6.96               4               0.64
2021/3/11 (Thursday) 5:52:42          74.97                 6.97               8               0.70
2021/3/11 (Thursday) 5:52:43          74.97                 6.96               4               0.65
2021/3/11 (Thursday) 5:52:44          74.97                 6.97               8               0.70
2021/3/11 (Thursday) 5:52:45          75.09                 6.94               12               0.65
2021/3/11 (Thursday) 5:52:46          74.97                 6.97               6               0.70
2021/3/11 (Thursday) 5:52:47          74.97                 6.96               10               0.65
2021/3/11 (Thursday) 5:52:48          74.86                 6.96               6               0.68
2021/3/11 (Thursday) 5:52:49          74.97                 6.97               8               0.68
2021/3/11 (Thursday) 5:52:50          74.97                 6.94               6               0.64
2021/3/11 (Thursday) 5:52:51          74.86                 6.94               6               0.68
2021/3/11 (Thursday) 5:52:52          74.97                 6.96               12               0.66
2021/3/11 (Thursday) 5:52:53          74.86                 6.96               2               0.69
2021/3/11 (Thursday) 5:52:54          74.97                 6.96               8               0.66
2021/3/11 (Thursday) 5:52:55          74.97                 6.96               6               0.70
2021/3/11 (Thursday) 5:52:56          74.97                 6.97               10               0.65
2021/3/11 (Thursday) 5:52:57          74.97                 6.96               6               0.66
2021/3/11 (Thursday) 5:52:58          74.97                 6.97               8               0.68
2021/3/11 (Thursday) 5:52:59          74.97                 6.96               10               0.63
2021/3/11 (Thursday) 5:53:0          74.97                 6.97               6               0.68
2021/3/11 (Thursday) 5:53:1          74.97                 6.97               10               0.64
2021/3/11 (Thursday) 5:53:2          74.97                 6.96               4               0.68
2021/3/11 (Thursday) 5:53:3          74.97                 6.97               10               0.65
2021/3/11 (Thursday) 5:53:4          74.97                 6.97               6               0.63
2021/3/11 (Thursday) 5:53:5          74.97                 6.96               10               0.70
2021/3/11 (Thursday) 5:53:6          
